;Cluster;Wochentag;Ankunftszeit;Nummer;Pausentyp;Kapazitaet;Max_Leistung;SOC;Pausenlaenge;Ladesäule;Zeit_DateTime;Ankunftszeit_total;LoadStatus
94898;2;2;675;155;Schnelllader;840;1000;0,4486838857200699;45;HPC;2021-01-02 11:15:00;2115;1
94899;2;2;675;156;Schnelllader;960;1000;0,4786358386089753;45;HPC;2021-01-02 11:15:00;2115;0
94901;2;2;680;158;Schnelllader;960;1000;0,4408422386683811;45;HPC;2021-01-02 11:20:00;2120;1
94906;2;2;695;163;Schnelllader;960;1000;0,3526108597941084;45;HPC;2021-01-02 11:35:00;2135;1
94908;2;2;705;165;Schnelllader;720;1000;0,4603877358475124;45;HPC;2021-01-02 11:45:00;2145;1
94909;2;2;710;166;Schnelllader;960;1000;0,3891120545284589;45;HPC;2021-01-02 11:50:00;2150;1
94910;2;2;715;167;Schnelllader;960;1000;0,3799621028422257;45;HPC;2021-01-02 11:55:00;2155;1
94911;2;2;720;168;Schnelllader;960;1000;0,4829257948824793;45;HPC;2021-01-02 12:00:00;2160;1
94912;2;2;730;169;Schnelllader;960;1000;0,471636377813226;45;HPC;2021-01-02 12:10:00;2170;1
94914;2;2;745;171;Schnelllader;960;1000;0,3643510774411183;45;HPC;2021-01-02 12:25:00;2185;1
94916;2;2;775;173;Schnelllader;840;1000;0,4340936082639912;45;HPC;2021-01-02 12:55:00;2215;1
94918;2;2;785;175;Schnelllader;720;1000;0,4426495635522979;45;HPC;2021-01-02 13:05:00;2225;1
94919;2;2;790;176;Schnelllader;960;1000;0,410789263734805;45;HPC;2021-01-02 13:10:00;2230;1
94920;2;2;790;177;Schnelllader;840;1000;0,4045363419010069;45;HPC;2021-01-02 13:10:00;2230;1
94925;2;2;820;182;Schnelllader;960;1000;0,3634377299553864;45;HPC;2021-01-02 13:40:00;2260;1
94927;2;2;825;184;Schnelllader;840;1000;0,4324816266219693;45;HPC;2021-01-02 13:45:00;2265;1
94928;2;2;830;185;Schnelllader;960;1000;0,3718137736860316;45;HPC;2021-01-02 13:50:00;2270;1
94932;2;2;870;189;Schnelllader;960;1000;0,4308798774659975;45;HPC;2021-01-02 14:30:00;2310;1
94933;2;2;885;190;Schnelllader;840;1000;0,4327181910051162;45;HPC;2021-01-02 14:45:00;2325;1
94935;2;2;905;192;Schnelllader;840;1000;0,4350955009606884;45;HPC;2021-01-02 15:05:00;2345;1
94942;2;2;945;199;Schnelllader;960;1000;0,4043735245148925;45;HPC;2021-01-02 15:45:00;2385;1
94950;2;2;970;207;Schnelllader;960;1000;0,3798933127183292;45;HPC;2021-01-02 16:10:00;2410;1
94961;2;2;1020;218;Schnelllader;960;1000;0,3669594548635118;45;HPC;2021-01-02 17:00:00;2460;1
94962;2;2;1020;219;Schnelllader;960;1000;0,3917566095676787;45;HPC;2021-01-02 17:00:00;2460;1
94967;2;2;1035;224;Schnelllader;840;1000;0,3779268206183248;45;HPC;2021-01-02 17:15:00;2475;1
94996;2;2;1175;253;Schnelllader;960;1000;0,3552788147727919;45;HPC;2021-01-02 19:35:00;2615;1
95046;2;3;550;303;Schnelllader;840;1000;0,4936615513923958;45;HPC;2021-01-03 09:10:00;3430;1
95048;2;3;570;305;Schnelllader;960;1000;0,4194721138618975;45;HPC;2021-01-03 09:30:00;3450;1
95049;2;3;575;306;Schnelllader;960;1000;0,5332733223485128;45;HPC;2021-01-03 09:35:00;3455;1
95050;2;3;595;307;Schnelllader;720;1000;0,4265072038023178;45;HPC;2021-01-03 09:55:00;3475;1
95051;2;3;595;308;Schnelllader;960;1000;0,3677358508446259;45;HPC;2021-01-03 09:55:00;3475;1
95052;2;3;620;309;Schnelllader;840;1000;0,5250881713319766;45;HPC;2021-01-03 10:20:00;3500;1
95054;2;3;630;311;Schnelllader;840;1000;0,4049460964870645;45;HPC;2021-01-03 10:30:00;3510;1
95055;2;3;640;312;Schnelllader;720;1000;0,5034484900333772;45;HPC;2021-01-03 10:40:00;3520;1
95056;2;3;650;313;Schnelllader;600;1000;0,4953504308976378;45;HPC;2021-01-03 10:50:00;3530;1
95057;2;3;655;314;Schnelllader;960;1000;0,463038959920612;45;HPC;2021-01-03 10:55:00;3535;1
95058;2;3;660;315;Schnelllader;840;1000;0,4374459983964203;45;HPC;2021-01-03 11:00:00;3540;1
95059;2;3;670;316;Schnelllader;960;1000;0,4685052132249505;45;HPC;2021-01-03 11:10:00;3550;1
95061;2;3;675;318;Schnelllader;840;1000;0,3926587910248899;45;HPC;2021-01-03 11:15:00;3555;1
95062;2;3;680;319;Schnelllader;840;1000;0,4990403158824757;45;HPC;2021-01-03 11:20:00;3560;1
95064;2;3;680;321;Schnelllader;600;1000;0,4935543423250344;45;HPC;2021-01-03 11:20:00;3560;1
95065;2;3;685;322;Schnelllader;720;1000;0,4375436254720655;45;HPC;2021-01-03 11:25:00;3565;1
95066;2;3;695;323;Schnelllader;960;1000;0,4020796710429497;45;HPC;2021-01-03 11:35:00;3575;1
95068;2;3;700;325;Schnelllader;840;1000;0,3822072995622003;45;HPC;2021-01-03 11:40:00;3580;1
95069;2;3;700;326;Schnelllader;960;1000;0,446294057162746;45;HPC;2021-01-03 11:40:00;3580;1
95075;2;3;730;332;Schnelllader;960;1000;0,4438726136520984;45;HPC;2021-01-03 12:10:00;3610;1
95077;2;3;735;334;Schnelllader;960;1000;0,4136725664107563;45;HPC;2021-01-03 12:15:00;3615;1
95079;2;3;740;336;Schnelllader;960;1000;0,4109075870842616;45;HPC;2021-01-03 12:20:00;3620;1
95081;2;3;765;338;Schnelllader;720;1000;0,4167042974819074;45;HPC;2021-01-03 12:45:00;3645;1
95085;2;3;795;342;Schnelllader;840;1000;0,4567424211003001;45;HPC;2021-01-03 13:15:00;3675;1
95097;2;3;925;354;Schnelllader;720;1000;0,416789926569926;45;HPC;2021-01-03 15:25:00;3805;1
95098;2;3;925;355;Schnelllader;960;1000;0,3990594249105945;45;HPC;2021-01-03 15:25:00;3805;1
95100;2;3;940;357;Schnelllader;840;1000;0,4332143429940011;45;HPC;2021-01-03 15:40:00;3820;1
95101;2;3;965;358;Schnelllader;840;1000;0,4205296143688631;45;HPC;2021-01-03 16:05:00;3845;1
95102;2;3;975;359;Schnelllader;840;1000;0,3958751586150764;45;HPC;2021-01-03 16:15:00;3855;1
95110;2;3;1015;367;Schnelllader;960;1000;0,3907842917416987;45;HPC;2021-01-03 16:55:00;3895;1
95116;2;3;1050;373;Schnelllader;960;1000;0,3794269037402726;45;HPC;2021-01-03 17:30:00;3930;1
95142;2;3;1135;399;Schnelllader;960;1000;0,3548297275073258;45;HPC;2021-01-03 18:55:00;4015;1
95152;2;3;1170;409;Schnelllader;960;1000;0,3638593301536111;45;HPC;2021-01-03 19:30:00;4050;1
95210;2;4;540;467;Schnelllader;960;1000;0,3753016681081342;45;HPC;2021-01-04 09:00:00;4860;1
95211;2;4;575;468;Schnelllader;960;1000;0,4901957794872723;45;HPC;2021-01-04 09:35:00;4895;1
95212;2;4;575;469;Schnelllader;960;1000;0,395480761276548;45;HPC;2021-01-04 09:35:00;4895;1
95213;2;4;590;470;Schnelllader;840;1000;0,4831277260685132;45;HPC;2021-01-04 09:50:00;4910;1
95214;2;4;595;471;Schnelllader;840;1000;0,4184017879450771;45;HPC;2021-01-04 09:55:00;4915;1
95215;2;4;620;472;Schnelllader;600;1000;0,5050821284312992;45;HPC;2021-01-04 10:20:00;4940;1
95216;2;4;620;473;Schnelllader;960;1000;0,5249946399976265;45;HPC;2021-01-04 10:20:00;4940;1
95217;2;4;625;474;Schnelllader;960;1000;0,3574719672847801;45;HPC;2021-01-04 10:25:00;4945;1
95218;2;4;630;475;Schnelllader;840;1000;0,5107381064232934;45;HPC;2021-01-04 10:30:00;4950;1
95219;2;4;635;476;Schnelllader;840;1000;0,4269123611009136;45;HPC;2021-01-04 10:35:00;4955;1
95220;2;4;645;477;Schnelllader;840;1000;0,4004502164346623;45;HPC;2021-01-04 10:45:00;4965;1
95221;2;4;650;478;Schnelllader;960;1000;0,4387463223307859;45;HPC;2021-01-04 10:50:00;4970;1
95222;2;4;650;479;Schnelllader;960;1000;0,3635485865370927;45;HPC;2021-01-04 10:50:00;4970;1
95223;2;4;655;480;Schnelllader;960;1000;0,4426704694042275;45;HPC;2021-01-04 10:55:00;4975;1
95225;2;4;655;482;Schnelllader;960;1000;0,4236040610394939;45;HPC;2021-01-04 10:55:00;4975;1
95226;2;4;660;483;Schnelllader;960;1000;0,4710736241990994;45;HPC;2021-01-04 11:00:00;4980;1
95228;2;4;670;485;Schnelllader;720;1000;0,4495690048418635;45;HPC;2021-01-04 11:10:00;4990;1
95229;2;4;675;486;Schnelllader;960;1000;0,4049024431211654;45;HPC;2021-01-04 11:15:00;4995;1
95231;2;4;675;488;Schnelllader;960;1000;0,4942848167834934;45;HPC;2021-01-04 11:15:00;4995;1
95234;2;4;680;491;Schnelllader;840;1000;0,4490568697220111;45;HPC;2021-01-04 11:20:00;5000;1
95235;2;4;700;492;Schnelllader;840;1000;0,4531169532394992;45;HPC;2021-01-04 11:40:00;5020;1
95236;2;4;700;493;Schnelllader;840;1000;0,4516742534516341;45;HPC;2021-01-04 11:40:00;5020;1
95237;2;4;705;494;Schnelllader;960;1000;0,4570680130967842;45;HPC;2021-01-04 11:45:00;5025;1
95238;2;4;720;495;Schnelllader;960;1000;0,3851128866138162;45;HPC;2021-01-04 12:00:00;5040;1
95239;2;4;720;496;Schnelllader;840;1000;0,4267939861215783;45;HPC;2021-01-04 12:00:00;5040;1
95243;2;4;755;500;Schnelllader;840;1000;0,3910133419573358;45;HPC;2021-01-04 12:35:00;5075;1
95247;2;4;810;504;Schnelllader;840;1000;0,4711025630082668;45;HPC;2021-01-04 13:30:00;5130;1
95249;2;4;830;506;Schnelllader;960;1000;0,3985155070122113;45;HPC;2021-01-04 13:50:00;5150;1
95250;2;4;830;507;Schnelllader;840;1000;0,3800182450639505;45;HPC;2021-01-04 13:50:00;5150;1
95254;2;4;860;511;Schnelllader;960;1000;0,3753526339400592;45;HPC;2021-01-04 14:20:00;5180;1
95255;2;4;865;512;Schnelllader;960;1000;0,4346649926921337;45;HPC;2021-01-04 14:25:00;5185;1
95262;2;4;920;519;Schnelllader;960;1000;0,4145726526409198;45;HPC;2021-01-04 15:20:00;5240;1
95263;2;4;925;520;Schnelllader;720;1000;0,4170732706233849;45;HPC;2021-01-04 15:25:00;5245;1
95265;2;4;945;522;Schnelllader;840;1000;0,399823326470429;45;HPC;2021-01-04 15:45:00;5265;1
95266;2;4;945;523;Schnelllader;960;1000;0,4096372114334816;45;HPC;2021-01-04 15:45:00;5265;1
95270;2;4;980;527;Schnelllader;960;1000;0,42261294034828;45;HPC;2021-01-04 16:20:00;5300;1
95304;2;4;1125;561;Schnelllader;840;1000;0,3830435945192176;45;HPC;2021-01-04 18:45:00;5445;1
95370;2;5;565;627;Schnelllader;960;1000;0,4384713316832034;45;HPC;2021-01-05 09:25:00;6325;1
95372;2;5;585;629;Schnelllader;840;1000;0,3877410430631833;45;HPC;2021-01-05 09:45:00;6345;1
95374;2;5;595;631;Schnelllader;960;1000;0,4914224246685919;45;HPC;2021-01-05 09:55:00;6355;1
95375;2;5;610;632;Schnelllader;720;1000;0,47574897456247;45;HPC;2021-01-05 10:10:00;6370;1
95376;2;5;645;633;Schnelllader;960;1000;0,4840750200479665;45;HPC;2021-01-05 10:45:00;6405;1
95377;2;5;650;634;Schnelllader;720;1000;0,425772611110958;45;HPC;2021-01-05 10:50:00;6410;1
95378;2;5;650;635;Schnelllader;960;1000;0,4078803185087154;45;HPC;2021-01-05 10:50:00;6410;1
95379;2;5;655;636;Schnelllader;960;1000;0,3832740920445184;45;HPC;2021-01-05 10:55:00;6415;1
95380;2;5;660;637;Schnelllader;960;1000;0,4646123728100107;45;HPC;2021-01-05 11:00:00;6420;1
95384;2;5;680;641;Schnelllader;720;1000;0,5068007007013676;45;HPC;2021-01-05 11:20:00;6440;1
95385;2;5;685;642;Schnelllader;600;1000;0,483332697928881;45;HPC;2021-01-05 11:25:00;6445;1
95390;2;5;715;647;Schnelllader;960;1000;0,379929454118742;45;HPC;2021-01-05 11:55:00;6475;1
95391;2;5;715;648;Schnelllader;720;1000;0,490816744624324;45;HPC;2021-01-05 11:55:00;6475;1
95392;2;5;715;649;Schnelllader;720;1000;0,4507089644867703;45;HPC;2021-01-05 11:55:00;6475;1
95394;2;5;770;651;Schnelllader;600;1000;0,475932129008745;45;HPC;2021-01-05 12:50:00;6530;1
95395;2;5;770;652;Schnelllader;720;1000;0,4831335241670426;45;HPC;2021-01-05 12:50:00;6530;1
95397;2;5;800;654;Schnelllader;960;1000;0,3997305383523143;45;HPC;2021-01-05 13:20:00;6560;1
95398;2;5;835;655;Schnelllader;960;1000;0,4244068284514873;45;HPC;2021-01-05 13:55:00;6595;1
95400;2;5;860;657;Schnelllader;960;1000;0,3653401687418699;45;HPC;2021-01-05 14:20:00;6620;1
95402;2;5;870;659;Schnelllader;960;1000;0,4487022936302788;45;HPC;2021-01-05 14:30:00;6630;1
95408;2;5;895;665;Schnelllader;960;1000;0,3934689752532866;45;HPC;2021-01-05 14:55:00;6655;1
95412;2;5;915;669;Schnelllader;960;1000;0,3527036180694824;45;HPC;2021-01-05 15:15:00;6675;1
95416;2;5;925;673;Schnelllader;960;1000;0,3735231643680783;45;HPC;2021-01-05 15:25:00;6685;1
95418;2;5;945;675;Schnelllader;840;1000;0,3912585020313196;45;HPC;2021-01-05 15:45:00;6705;1
95492;2;6;595;749;Schnelllader;840;1000;0,4193597232397282;45;HPC;2021-01-06 09:55:00;7795;1
95493;2;6;625;750;Schnelllader;960;1000;0,4521120779738137;45;HPC;2021-01-06 10:25:00;7825;1
95494;2;6;635;751;Schnelllader;960;1000;0,3562975259729581;45;HPC;2021-01-06 10:35:00;7835;1
95495;2;6;635;752;Schnelllader;960;1000;0,3554717807039561;45;HPC;2021-01-06 10:35:00;7835;1
95496;2;6;640;753;Schnelllader;720;1000;0,5074264578661281;45;HPC;2021-01-06 10:40:00;7840;1
95501;2;6;780;758;Schnelllader;960;1000;0,3861405841494401;45;HPC;2021-01-06 13:00:00;7980;1
95502;2;6;800;759;Schnelllader;960;1000;0,3918499786858913;45;HPC;2021-01-06 13:20:00;8000;1
95503;2;6;810;760;Schnelllader;960;1000;0,3947367916651909;45;HPC;2021-01-06 13:30:00;8010;1
95505;2;6;825;762;Schnelllader;840;1000;0,4357583383697977;45;HPC;2021-01-06 13:45:00;8025;1
95507;2;6;880;764;Schnelllader;960;1000;0,3621239606258023;45;HPC;2021-01-06 14:40:00;8080;1
95527;2;6;1220;784;Schnelllader;960;1000;0,3541631120241604;45;HPC;2021-01-06 20:20:00;8420;1
95542;2;7;565;799;Schnelllader;840;1000;0,3864515911158273;45;HPC;2021-01-07 09:25:00;9205;1
95543;2;7;650;800;Schnelllader;840;1000;0,4680301848138882;45;HPC;2021-01-07 10:50:00;9290;1
95544;2;7;660;801;Schnelllader;720;1000;0,4395931765821257;45;HPC;2021-01-07 11:00:00;9300;1
95545;2;7;790;802;Schnelllader;960;1000;0,4581217464844248;45;HPC;2021-01-07 13:10:00;9430;1
95562;2;8;530;819;Schnelllader;960;1000;0,5055310387054497;45;HPC;2021-01-08 08:50:00;10610;1
95563;2;8;565;820;Schnelllader;840;1000;0,4496789167880921;45;HPC;2021-01-08 09:25:00;10645;1
95564;2;8;585;821;Schnelllader;960;1000;0,4974681186719062;45;HPC;2021-01-08 09:45:00;10665;1
95565;2;8;590;822;Schnelllader;840;1000;0,4298059238761329;45;HPC;2021-01-08 09:50:00;10670;1
95567;2;8;610;824;Schnelllader;840;1000;0,5066786806925986;45;HPC;2021-01-08 10:10:00;10690;1
95568;2;8;610;825;Schnelllader;840;1000;0,4053133603067612;45;HPC;2021-01-08 10:10:00;10690;1
95569;2;8;625;826;Schnelllader;960;1000;0,3777102213517053;45;HPC;2021-01-08 10:25:00;10705;1
95572;2;8;650;829;Schnelllader;840;1000;0,4442404496134258;45;HPC;2021-01-08 10:50:00;10730;1
95573;2;8;650;830;Schnelllader;840;1000;0,4762948579876808;45;HPC;2021-01-08 10:50:00;10730;1
95575;2;8;655;832;Schnelllader;720;1000;0,4785144329562406;45;HPC;2021-01-08 10:55:00;10735;1
95577;2;8;665;834;Schnelllader;960;1000;0,3600725152818989;45;HPC;2021-01-08 11:05:00;10745;1
95579;2;8;680;836;Schnelllader;960;1000;0,361034842733029;45;HPC;2021-01-08 11:20:00;10760;1
95580;2;8;680;837;Schnelllader;720;1000;0,4530322664113644;45;HPC;2021-01-08 11:20:00;10760;1
95581;2;8;680;838;Schnelllader;960;1000;0,363625796062376;45;HPC;2021-01-08 11:20:00;10760;1
95583;2;8;700;840;Schnelllader;840;1000;0,5002078137458177;45;HPC;2021-01-08 11:40:00;10780;1
95584;2;8;705;841;Schnelllader;960;1000;0,4344759719787632;45;HPC;2021-01-08 11:45:00;10785;1
95585;2;8;720;842;Schnelllader;960;1000;0,4791353016963634;45;HPC;2021-01-08 12:00:00;10800;1
95586;2;8;725;843;Schnelllader;840;1000;0,4330500968924025;45;HPC;2021-01-08 12:05:00;10805;1
95588;2;8;740;845;Schnelllader;960;1000;0,3846321526835499;45;HPC;2021-01-08 12:20:00;10820;1
95590;2;8;750;847;Schnelllader;840;1000;0,3835697342659139;45;HPC;2021-01-08 12:30:00;10830;1
95593;2;8;780;850;Schnelllader;960;1000;0,4057090036059322;45;HPC;2021-01-08 13:00:00;10860;1
95594;2;8;785;851;Schnelllader;960;1000;0,3529730704896243;45;HPC;2021-01-08 13:05:00;10865;1
95597;2;8;795;854;Schnelllader;840;1000;0,3819891406644304;45;HPC;2021-01-08 13:15:00;10875;1
95604;2;8;860;861;Schnelllader;840;1000;0,4023502365231143;45;HPC;2021-01-08 14:20:00;10940;1
95606;2;8;870;863;Schnelllader;960;1000;0,3562770545623049;45;HPC;2021-01-08 14:30:00;10950;1
95607;2;8;870;864;Schnelllader;960;1000;0,4045248388201032;45;HPC;2021-01-08 14:30:00;10950;1
95608;2;8;880;865;Schnelllader;960;1000;0,364292554594274;45;HPC;2021-01-08 14:40:00;10960;1
95609;2;8;885;866;Schnelllader;960;1000;0,4273350342669965;45;HPC;2021-01-08 14:45:00;10965;1
95611;2;8;915;868;Schnelllader;840;1000;0,3827782663359727;45;HPC;2021-01-08 15:15:00;10995;1
95617;2;8;975;874;Schnelllader;960;1000;0,4234669317763548;45;HPC;2021-01-08 16:15:00;11055;1
95622;2;8;1015;879;Schnelllader;840;1000;0,3996597660656401;45;HPC;2021-01-08 16:55:00;11095;1
95653;2;8;1170;910;Schnelllader;960;1000;0,3597137278571491;45;HPC;2021-01-08 19:30:00;11250;1
95655;2;8;1175;912;Schnelllader;960;1000;0,3518756448639694;45;HPC;2021-01-08 19:35:00;11255;1
95657;2;8;1180;914;Schnelllader;960;1000;0,354874936249869;45;HPC;2021-01-08 19:40:00;11260;1
95688;2;9;540;945;Schnelllader;960;1000;0,4288725604847257;45;HPC;2021-01-09 09:00:00;12060;1
95689;2;9;570;946;Schnelllader;600;1000;0,5098227194459581;45;HPC;2021-01-09 09:30:00;12090;1
95691;2;9;615;948;Schnelllader;960;1000;0,4156040505888218;45;HPC;2021-01-09 10:15:00;12135;1
95693;2;9;640;950;Schnelllader;960;1000;0,3787330618086328;45;HPC;2021-01-09 10:40:00;12160;1
95694;2;9;640;951;Schnelllader;840;1000;0,4954148037721179;45;HPC;2021-01-09 10:40:00;12160;1
95695;2;9;640;952;Schnelllader;960;1000;0,5030810467469978;45;HPC;2021-01-09 10:40:00;12160;1
95696;2;9;645;953;Schnelllader;960;1000;0,4098361745976768;45;HPC;2021-01-09 10:45:00;12165;1
95697;2;9;650;954;Schnelllader;840;1000;0,3944256801960982;45;HPC;2021-01-09 10:50:00;12170;1
95698;2;9;650;955;Schnelllader;840;1000;0,4013191626596966;45;HPC;2021-01-09 10:50:00;12170;1
95700;2;9;655;957;Schnelllader;960;1000;0,4241519869691562;45;HPC;2021-01-09 10:55:00;12175;1
95701;2;9;655;958;Schnelllader;960;1000;0,3898258775286606;45;HPC;2021-01-09 10:55:00;12175;1
95702;2;9;665;959;Schnelllader;840;1000;0,4916239068729863;45;HPC;2021-01-09 11:05:00;12185;1
95703;2;9;670;960;Schnelllader;840;1000;0,487759903456417;45;HPC;2021-01-09 11:10:00;12190;1
95705;2;9;675;962;Schnelllader;720;1000;0,4934005040686413;45;HPC;2021-01-09 11:15:00;12195;1
95706;2;9;685;963;Schnelllader;960;1000;0,3650350617946162;45;HPC;2021-01-09 11:25:00;12205;1
95707;2;9;685;964;Schnelllader;840;1000;0,3836589407563873;45;HPC;2021-01-09 11:25:00;12205;1
95708;2;9;690;965;Schnelllader;600;1000;0,4840400155958706;45;HPC;2021-01-09 11:30:00;12210;1
95709;2;9;695;966;Schnelllader;960;1000;0,4494814298677007;45;HPC;2021-01-09 11:35:00;12215;1
95710;2;9;695;967;Schnelllader;960;1000;0,5003945950294677;45;HPC;2021-01-09 11:35:00;12215;1
95711;2;9;700;968;Schnelllader;960;1000;0,3691069695178883;45;HPC;2021-01-09 11:40:00;12220;1
95712;2;9;705;969;Schnelllader;840;1000;0,4396137211201755;45;HPC;2021-01-09 11:45:00;12225;1
